x,y,rch_site,scenario,recharge,area,side,W_side,E_side,N_side,S_side
223386.428571429,440792.105263158,3,19,5.21403668026647,684608.455158974,827.410693162092,222972.723224848,223800.13391801,441205.810609739,440378.399916577
224409.285714286,440792.105263158,3,20,16.5300025439097,485593.730274908,696.845556974362,224060.862935799,224757.708492773,441140.528041645,440443.682484671
225432.142857143,440792.105263158,3,21,15.9634274843395,755890.089337423,869.419397838249,224997.433158224,225866.852556062,441226.814962077,440357.395564239
226455,440792.105263158,3,22,7.50340027303901,388708.713079948,623.465085694418,226143.267457153,226766.732542847,441103.837806005,440480.372720311
227477.857142857,440792.105263158,3,23,21.1309746517476,894997.732284217,946.043197895433,227004.835543909,227950.878741805,441265.126862106,440319.08366421
228500.714285714,440792.105263158,3,24,22.8157343388755,97466.997403506,312.197048998715,228344.615761215,228656.812810214,440948.203787657,440636.006738659
229523.571428571,440792.105263158,5,13,7.53879065486965,464231.275203638,681.345195333201,229182.898830905,229864.244026238,441132.777860825,440451.432665491
230546.428571429,440792.105263158,5,14,11.4297344401065,716027.366932685,846.184002999753,230123.336569929,230969.520572929,441215.197264658,440369.013261658
231569.285714286,440792.105263158,5,15,19.0222835006684,653586.560464581,808.447005353215,231165.062211609,231973.509216962,441196.328765835,440387.881760481
232592.142857143,440792.105263158,5,16,6.91189886984648,739228.745165165,859.784127072119,232162.250793607,233022.034920679,441221.997326694,440362.213199622
233615,440792.105263158,5,17,21.2345836059992,329160.418963729,573.7250377696,233328.137481115,233901.862518885,441078.967782043,440505.242744273
234637.857142857,440792.105263158,5,18,5.94255107784799,642566.695040674,801.602579237788,234237.055853238,235038.658432476,441192.906552777,440391.303973539
235660.714285714,440792.105263158,5,19,7.64004403057819,686701.059189363,828.6742781029,235246.377146663,236075.051424766,441206.442402209,440377.768124107
236683.571428571,440792.105263158,5,20,7.31045629042718,94337.9514642002,307.144837925367,236529.999009609,236837.143847534,440945.677682121,440638.532844195
237706.428571429,440792.105263158,5,21,9.62532425140186,967044.843357959,983.384382303257,237214.736380277,238198.12076258,441283.79745431,440300.413072006
238729.285714286,440792.105263158,5,22,20.4740945158539,10649.7255391732,103.197507427133,238677.686960572,238780.884467999,440843.704016872,440740.506509444
239752.142857143,440792.105263158,5,23,24.881238635222,162458.00372379,403.060794079243,239550.612460103,239953.673254183,440993.635660198,440590.574866118
240775,440792.105263158,5,24,12.0534217326591,472166.188345349,687.143499092692,240431.428250454,241118.571749546,441135.677012704,440448.533513612
204975,441834.210526316,1,25,20.2003878989878,966725.431802013,983.221964666175,204483.389017667,205466.610982333,442325.821508649,441342.599543983
205997.857142857,441834.210526316,1,26,20.5439344484087,542796.084977745,736.746961295223,205629.48366221,206366.230623505,442202.584006964,441465.837045668
207020.714285714,441834.210526316,1,27,16.6979212825083,800582.41041514,894.752709085108,206573.337931172,207468.090640257,442281.586880858,441386.834171773
208043.571428571,441834.210526316,1,28,23.8554582301294,418759.481965564,647.116281641533,207720.013287751,208367.129569392,442157.768667137,441510.652385495
209066.428571429,441834.210526316,1,29,7.67507011410392,78830.0150597061,280.766833973862,208926.045154442,209206.811988416,441974.593943303,441693.827109329
210089.285714286,441834.210526316,1,30,23.2187104155116,83196.7611972068,288.438487718277,209945.066470427,210233.504958145,441978.429770175,441689.991282457
211112.142857143,441834.210526316,1,31,24.0998428736542,469453.48891482,685.166759931347,210769.559477177,211454.726237109,442176.793906282,441491.62714635
212135,441834.210526316,1,32,9.95886507310206,544120.163510699,737.645011852381,211766.177494074,212503.822505926,442203.033032242,441465.38802039
213157.857142857,441834.210526316,1,33,11.3112236098386,996480.801616941,998.238849983781,212658.737717865,213656.976567849,442333.329951308,441335.091101324
214180.714285714,441834.210526316,1,34,12.1594501936019,74019.5218706795,272.065289720463,214044.681640854,214316.746930575,441970.243171176,441698.177881456
215203.571428571,441834.210526316,1,35,7.80849109466524,912873.105880164,955.443931311599,214725.849462916,215681.293394227,442311.932491972,441356.48856066
216226.428571429,441834.210526316,1,36,17.1445681543232,298846.259719925,546.668326977085,215953.09440794,216499.762734917,442107.544689804,441560.876362827
217249.285714286,441834.210526316,3,25,8.44218637168847,407877.118963661,638.652580800909,216929.959423885,217568.612004686,442153.536816716,441514.884235915
218272.142857143,441834.210526316,3,26,19.4302428155853,940165.629957453,969.621384849495,217787.332164718,218756.953549568,442319.021218741,441349.399833891
219295,441834.210526316,3,27,6.12997965244318,962361.766447022,981.000390645703,218804.499804677,219785.500195323,442324.710721639,441343.710330993
220317.857142857,441834.210526316,3,28,24.9653405215229,991437.575779215,995.709584055117,219820.00235083,220815.711934885,442332.065318343,441336.355734288
221340.714285714,441834.210526316,3,29,9.39697946118475,290138.915202988,538.645444799256,221071.391563315,221610.037008114,442103.533248715,441564.887803916
222363.571428571,441834.210526316,3,30,10.7998532087594,199550.939038279,446.711247942426,222140.2158046,222586.927052543,442057.566150287,441610.854902345
223386.428571429,441834.210526316,3,31,16.5024168590575,704354.216710024,839.258134729729,222966.799504064,223806.057638793,442253.839593681,441414.581458951
224409.285714286,441834.210526316,3,32,9.13820609110796,558778.143111034,747.514644077983,224035.528392247,224783.043036325,442207.967848355,441460.453204277
225432.142857143,441834.210526316,3,33,16.3897399109943,656020.648133563,809.951015885259,225027.1673492,225837.118365086,442239.186034258,441429.235018373
226455,441834.210526316,3,34,14.1409835171394,592657.798515662,769.842710243893,226070.078644878,226839.921355122,442219.131881438,441449.289171194
227477.857142857,441834.210526316,3,35,21.104543952931,791709.131187061,889.780383682997,227032.966951016,227922.747334699,442279.100718157,441389.320334474
228500.714285714,441834.210526316,3,36,8.10864195580103,295835.635193856,543.907745112952,228228.760413158,228772.668158271,442106.164398872,441562.256653759
229523.571428571,441834.210526316,5,25,6.0683326016426,57762.83199311,240.338993908833,229403.401931617,229643.740925526,441954.38002327,441714.041029361
230546.428571429,441834.210526316,5,26,24.8463991573469,48925.0935048622,221.190174973623,230435.833483942,230657.023658915,441944.805613803,441723.615438829
231569.285714286,441834.210526316,5,27,5.16816764903746,495587.532871869,703.979781578895,231217.295823496,231921.275605075,442186.200417105,441482.220635526
232592.142857143,441834.210526316,5,28,11.9074733914717,143731.879184867,379.119874426106,232402.58291993,232781.702794356,442023.770463529,441644.650589103
233615,441834.210526316,5,29,6.87077970899797,87133.1074851623,295.183176155353,233467.408411922,233762.591588078,441981.802114394,441686.618938238
234637.857142857,441834.210526316,5,30,8.01248886636717,63393.8052491285,251.781264690462,234511.966510512,234763.747775202,441960.101158661,441708.319893971
235660.714285714,441834.210526316,5,31,15.2886577453529,388094.578175718,622.972373525278,235349.228098952,235972.200472477,442145.696713078,441522.724339553
236683.571428571,441834.210526316,5,32,8.14057686086744,723005.894139351,850.297532713903,236258.422662214,237108.720194928,442259.359292673,441409.061759959
237706.428571429,441834.210526316,5,33,10.2889792617708,980543.819340353,990.224125812108,237211.316508523,238201.540634335,442329.322589222,441339.09846341
238729.285714286,441834.210526316,5,34,16.5661016878568,285872.645965254,534.670595755231,238461.950416408,238996.621012163,442101.545824194,441566.875228438
239752.142857143,441834.210526316,5,35,10.2385264744516,377326.32651669,614.268936636625,239445.008388825,240059.277325461,442141.344994634,441527.076057998
240775,441834.210526316,5,36,6.00364794587949,164818.442573916,405.978376978278,240572.010811511,240977.989188489,442037.199714805,441631.221337827
204975,442876.315789474,1,37,11.8075820996245,185016.618661437,430.135581719807,204759.93220914,205190.06779086,443091.383580334,442661.247998614
205997.857142857,442876.315789474,1,38,17.850803863988,15012.6377213746,122.526069558175,205936.594108078,206059.120177636,442937.578824253,442815.052754695
207020.714285714,442876.315789474,1,39,10.8699244505325,28406.2661762873,168.541585895847,206936.443492766,207104.985078662,442960.586582422,442792.044996526
208043.571428571,442876.315789474,1,40,16.9871500795707,877747.253850103,936.881664806235,207575.130596168,208512.012260975,443344.756621877,442407.874957071
209066.428571429,442876.315789474,1,41,11.0513964006289,867850.517340994,931.584949073886,208600.636096892,209532.221045966,443342.108264011,442410.523314937
210089.285714286,442876.315789474,1,42,17.0739561932278,708542.128405708,841.749445147253,209668.410991712,210510.160436859,443297.190512047,442455.4410669
211112.142857143,442876.315789474,1,43,17.3119577446228,509147.16177815,713.545486831884,210755.370113727,211468.915600559,443233.08853289,442519.543046058
212135,442876.315789474,1,44,11.0085032304503,152537.401211419,390.560368203712,211939.719815898,212330.280184102,443071.595973576,442681.035605372
213157.857142857,442876.315789474,1,45,8.11130947151428,277781.918118068,527.050204551775,212894.332040581,213421.382245133,443139.84089175,442612.790687198
214180.714285714,442876.315789474,1,46,7.60868088362299,483808.650733787,695.563549026102,213832.932511201,214528.496060227,443224.097563987,442528.534014961
215203.571428571,442876.315789474,1,47,22.9724374574596,112925.306430378,336.043607929652,215035.549624607,215371.593232536,443044.337593439,442708.293985509
216226.428571429,442876.315789474,1,48,6.33087840116867,136214.772482665,369.072855250375,216041.892143803,216410.964999054,443060.852217099,442691.779361849
217249.285714286,442876.315789474,3,37,18.2326718588787,146094.831858587,382.223536505259,217058.173946033,217440.397482538,443067.427557726,442685.204021221
218272.142857143,442876.315789474,3,38,15.8206961478443,306910.856960021,553.995358247722,217995.145178019,218549.140536267,443153.313468598,442599.31811035
219295,442876.315789474,3,39,23.7897019602565,351696.904661512,593.04039041326,218998.479804793,219591.520195207,443172.83598468,442579.795594267
220317.857142857,442876.315789474,3,40,13.3099479531714,131808.680300193,363.054651946774,220136.329816884,220499.384468831,443057.843115447,442694.7884635
221340.714285714,442876.315789474,3,41,11.0739552333447,916103.235584189,957.132820241887,220862.147875593,221819.280695835,443354.882199595,442397.749379353
222363.571428571,442876.315789474,3,42,18.5513785093143,445944.727824914,667.790931223923,222029.675962959,222697.466894183,443210.211255086,442542.420323862
223386.428571429,442876.315789474,3,43,5.60872127840735,59431.2804140791,243.785316239677,223264.535913309,223508.321229548,442998.208447594,442754.423131354
224409.285714286,442876.315789474,3,44,18.0588785781616,186456.210606149,431.805755642684,224193.382836464,224625.188592107,443092.218667295,442660.412911652
225432.142857143,442876.315789474,3,45,15.7520762098268,690679.033358727,831.071015833621,225016.607349226,225847.67836506,443291.851297391,442460.780281557
226455,442876.315789474,3,46,24.1980717209711,229117.01417403,478.661690731595,226215.669154634,226694.330845366,443115.64663484,442636.984944108
227477.857142857,442876.315789474,3,47,8.28153681872775,672988.910170563,820.35901297576,227067.677636369,227888.036649345,443286.495295962,442466.136282986
228500.714285714,442876.315789474,3,48,8.51106570520076,414149.258520687,643.544294140417,228178.942138644,228822.486432785,443198.087936544,442554.543642404
229523.571428571,442876.315789474,5,37,22.8810794586574,39058.4812171874,197.63218669333,229424.755335225,229622.387521918,442975.13188282,442777.499696127
230546.428571429,442876.315789474,5,38,22.4202071475706,771424.034105934,878.307482665344,230107.274830096,230985.582312761,443315.469530806,442437.162048141
231569.285714286,442876.315789474,5,39,15.4255920278956,263629.775158188,513.448902188122,231312.561263192,231826.01016538,443133.040240568,442619.59133838
232592.142857143,442876.315789474,5,40,17.7847633429661,253215.381525428,503.205108802989,232340.540302741,232843.745411544,443127.918343875,442624.713235072
233615,442876.315789474,5,41,13.0478189861881,851614.269431942,922.829490985167,233153.585254507,234076.414745493,443337.730534966,442414.901043981
234637.857142857,442876.315789474,5,42,16.8856923342359,711041.411363433,843.232714832289,234216.240785441,235059.473500273,443297.93214689,442454.699432058
235660.714285714,442876.315789474,5,43,13.9161134228084,436560.936416878,660.727581092902,235330.350495168,235991.078076261,443206.67958002,442545.951998927
236683.571428571,442876.315789474,5,44,12.3473332436406,938963.148595533,969.001108665791,236199.070874239,237168.071982904,443360.816343807,442391.815235141
237706.428571429,442876.315789474,5,45,7.00622008056639,393152.263651078,627.018551281442,237392.919295788,238019.937847069,443189.825065114,442562.806513833
238729.285714286,442876.315789474,5,46,24.4089817115908,819349.907842901,905.179489296405,238276.695969638,239181.875458934,443328.905534122,442423.726044826
239752.142857143,442876.315789474,5,47,16.3321104814661,888128.638044786,942.405771440724,239280.939971423,240223.345742863,443347.518675194,442405.112903753
240775,442876.315789474,5,48,21.3856806227317,51196.8372425181,226.267181099067,240661.866409451,240888.13359055,442989.449380023,442763.182198924
204975,443918.421052632,1,49,17.4595428809989,948496.011815529,973.907599218493,204488.046200391,205461.953799609,444405.374852241,443431.467253022
205997.857142857,443918.421052632,1,50,9.84214374840182,597705.903093505,773.114417853855,205611.29993393,206384.414351784,444304.978261559,443531.863843705
207020.714285714,443918.421052632,1,51,9.74503243130554,422904.317400156,650.310939013143,206695.558816208,207345.869755221,444243.576522138,443593.265583125
208043.571428571,443918.421052632,1,52,5.05206968870092,882202.288630972,939.256242263511,207573.94330744,208513.199549703,444388.049173763,443448.7929315
209066.428571429,443918.421052632,1,53,14.6799927845714,319923.745990323,565.618021274361,208783.619560791,209349.237582066,444201.230063269,443635.612041994
210089.285714286,443918.421052632,1,54,9.48438906052615,506576.449805027,711.741842106411,209733.414793233,210445.156635339,444274.291973685,443562.550131578
211112.142857143,443918.421052632,1,55,22.7168087053578,929886.999659706,964.306486372308,210629.989613957,211594.296100329,444400.574295818,443436.267809445
212135,443918.421052632,1,56,23.6387072774103,69431.5950699092,263.498757245474,212003.250621377,212266.749378623,444050.170431254,443786.671674009
213157.857142857,443918.421052632,1,57,16.4287662374813,196570.077545446,443.362241903216,212936.176021906,213379.538263809,444140.102173583,443696.73993168
214180.714285714,443918.421052632,1,58,8.61713479142377,172801.700581447,415.694239293074,213972.867166068,214388.561405361,444126.268172278,443710.573932985
215203.571428571,443918.421052632,1,59,18.7510376031148,875108.753398527,935.472476024028,214735.835190559,215671.307666583,444386.157290644,443450.68481462
216226.428571429,443918.421052632,1,60,21.4957859290816,352516.099587054,593.730662495255,215929.563240181,216523.293902676,444215.286383879,443621.555721384
217249.285714286,443918.421052632,3,49,19.4891135959317,373720.224876539,611.326610639958,216943.622408966,217554.949019606,444224.084357952,443612.757747312
218272.142857143,443918.421052632,3,50,23.3073007733846,632558.692292485,795.335584701505,217874.475064792,218669.810649494,444316.088844982,443520.753260281
219295,443918.421052632,3,51,8.57188706339285,235972.355078848,485.769858141536,219052.115070929,219537.884929071,444161.305981702,443675.536123561
220317.857142857,443918.421052632,3,52,12.0575541821502,13743.5538094433,117.232904124411,220259.240690795,220376.473594919,443977.037504694,443859.804600569
221340.714285714,443918.421052632,3,53,18.4437828021085,953474.614940322,976.460247496191,220852.484161966,221828.944409462,444406.65117638,443430.190928884
222363.571428571,443918.421052632,3,54,8.44972574840196,256679.805275693,506.635771808203,222110.253542667,222616.889314476,444171.738938536,443665.103166728
223386.428571429,443918.421052632,3,55,17.3571854459523,53522.6491953363,231.349625448878,223270.753758704,223502.103384153,444034.095865356,443802.746239907
224409.285714286,443918.421052632,3,56,7.49795522148876,931459.033562744,965.121253295535,223926.725087638,224891.846340933,444400.981679279,443435.860425984
225432.142857143,443918.421052632,3,57,21.0496218104381,32291.5643531305,179.698537426242,225342.29358843,225521.992125856,444008.270321345,443828.571783919
226455,443918.421052632,3,58,13.9532212075363,268182.459247764,517.863359630476,226196.068320185,226713.931679815,444177.352732447,443659.489372816
227477.857142857,443918.421052632,3,59,14.7827017122246,584173.57931257,764.312487999882,227095.700898857,227860.013386857,444300.577296632,443536.264808632
228500.714285714,443918.421052632,3,60,18.8834913607894,276553.110577108,525.883171985098,228237.772699722,228763.655871707,444181.362638624,443655.479466639
229523.571428571,443918.421052632,5,49,9.27532820658396,567934.707993991,753.614429263394,229146.76421394,229900.378643203,444295.228267263,443541.613838
230546.428571429,443918.421052632,5,50,16.0034016380087,302242.261866806,549.765642675864,230271.545750091,230821.311392767,444193.30387397,443643.538231294
231569.285714286,443918.421052632,5,51,24.253519831471,99755.8529335656,315.841499701299,231411.364964435,231727.206464136,444076.341802482,443760.500302781
232592.142857143,443918.421052632,5,52,10.4943493351457,154948.395752755,393.634850785287,232395.32543175,232788.960282536,444115.238478024,443721.603627239
233615,443918.421052632,5,53,10.8473407696519,479817.331604718,692.688480923942,233268.655759538,233961.344240462,444264.765293094,443572.07681217
234637.857142857,443918.421052632,5,54,19.7733030770065,825732.115508989,908.698033182084,234183.508126266,235092.206159448,444372.770069223,443464.072036041
235660.714285714,443918.421052632,5,55,7.28556219129435,170262.002939824,412.628165470832,235454.400202979,235867.02836845,444124.735135367,443712.106969896
236683.571428571,443918.421052632,5,56,15.0206445163025,43245.3910722397,207.955262189346,236579.593797477,236787.549059666,444022.398683726,443814.443421537
237706.428571429,443918.421052632,5,57,19.9756043766328,692180.432127148,831.973816972114,237290.441662943,238122.415479915,444334.407961118,443502.434144146
238729.285714286,443918.421052632,5,58,16.6206455427002,618337.31477501,786.344272424623,238336.113578073,239122.457850498,444311.593188844,443525.248916419
239752.142857143,443918.421052632,5,59,10.8094803261014,224261.26475574,473.562313487613,239515.361700399,239988.924013887,444155.202209375,443681.639895888
240775,443918.421052632,5,60,18.6611738131938,639617.60147952,799.760965213682,240375.119517393,241174.880482607,444318.301535238,443518.540570025
204975,444960.52631579,1,61,9.04314389454279,705929.970638099,840.196388136785,204554.901805932,205395.098194068,445380.624509858,444540.428121721
205997.857142857,444960.52631579,1,62,12.5034005338546,745348.409375787,863.335629622563,205566.189328046,206429.524957668,445392.194130601,444528.858500978
207020.714285714,444960.52631579,1,63,24.1380400287971,468148.122950574,684.213506846053,206678.607532291,207362.821039137,445302.633069213,444618.419562366
208043.571428571,444960.52631579,1,64,12.0887304329792,859558.312600595,927.123677079059,207580.009590032,208507.133267111,445424.088154329,444496.96447725
209066.428571429,444960.52631579,1,65,8.89180519797891,664873.96302534,815.398039625642,208658.729551616,209474.127591241,445368.225335602,444552.827295977
210089.285714286,444960.52631579,1,66,5.09740487434384,439933.707444929,663.274986295223,209757.648221138,210420.923207433,445292.163808937,444628.888822642
211112.142857143,444960.52631579,1,67,9.80641635130289,824895.566701802,908.237615771226,210658.024049257,211566.261665029,445414.645123675,444506.407507904
212135,444960.52631579,1,68,20.643418105345,245096.178538719,495.071892293149,211887.464053853,212382.535946147,445208.062261936,444712.990369643
213157.857142857,444960.52631579,1,69,21.7133973308826,420916.220878542,648.780564504318,212833.466860605,213482.247425109,445284.916598042,444636.136033537
214180.714285714,444960.52631579,1,70,24.4738875010064,226572.380491969,475.996197980582,213942.716186724,214418.712384705,445198.52441478,444722.528216799
215203.571428571,444960.52631579,1,71,21.5976582766808,338647.592314577,581.934353956335,214912.604251593,215494.53860555,445251.493492768,444669.559138811
216226.428571429,444960.52631579,1,72,9.20529179131457,335027.023001545,578.815188986558,215937.020976935,216515.836165922,445249.933910283,444671.118721296
217249.285714286,444960.52631579,3,61,21.681620770147,317339.419349271,563.328873172032,216967.6212777,217530.950150872,445242.190752376,444678.861879204
218272.142857143,444960.52631579,3,62,17.1000647795542,625771.338094928,791.057101665188,217876.61430631,218667.671407975,445356.054866622,444564.997764957
219295,444960.52631579,3,63,7.7044725660364,402307.710179593,634.277313309875,218977.861343345,219612.138656655,445277.664972444,444643.387659135
220317.857142857,444960.52631579,3,64,15.2470179600059,535114.275882079,731.515055130159,219952.099615292,220683.614670422,445326.283843355,444594.768788225
221340.714285714,444960.52631579,3,65,11.6193857751916,726070.730276406,852.097840788489,220914.66536532,221766.763206109,445386.575236184,444534.477395395
222363.571428571,444960.52631579,3,66,7.25250350991135,478788.912089862,691.945743602677,222017.59855677,222709.544300373,445306.499187591,444614.553443988
223386.428571429,444960.52631579,3,67,19.6031339188339,305031.705227942,552.296754678083,223110.28019409,223662.576948768,445236.674693129,444684.377938451
224409.285714286,444960.52631579,3,68,19.6759367619589,92945.9487323766,304.870380214898,224256.850524178,224561.720904393,445112.961505897,444808.091125682
225432.142857143,444960.52631579,3,69,22.3062988222939,414586.470918992,643.883895526975,225110.200909379,225754.084804906,445282.468263553,444638.584368026
226455,444960.52631579,3,70,14.2014802304459,296511.9378526,544.529097342465,226182.735451329,226727.264548671,445232.790864461,444688.261767118
227477.857142857,444960.52631579,3,71,6.23557320501681,129485.884706723,359.84147163261,227297.936407041,227657.777878673,445140.447051606,444780.605579973
228500.714285714,444960.52631579,3,72,13.3879128304802,717205.26285065,846.879721596078,228077.274424916,228924.154146512,445383.966176588,444537.086454992
229523.571428571,444960.52631579,5,61,20.1050478447513,753697.560348956,868.157566544781,229089.492645299,229957.650211844,445394.605099062,444526.447532517
230546.428571429,444960.52631579,5,62,23.0738555424743,834206.771091675,913.349205447552,230089.753968705,231003.103174152,445417.200918513,444503.851713066
231569.285714286,444960.52631579,5,63,13.8782335007434,288559.426831635,537.177276912971,231300.697075829,231837.874352742,445229.114954246,444691.937677333
232592.142857143,444960.52631579,5,64,18.985223407275,41085.2664829872,202.695008530026,232490.795352878,232693.490361408,445061.873820055,444859.178811525
